Feedback_ID,label,comment
868,complaint,"There is no proper drainage system, leading to frequent waterlogging."
869,complaint,"Public transportation is overcrowded, making travel uncomfortable."
870,complaint,"There is no proper drainage system, leading to frequent waterlogging."
871,complaint,"Streetlights are not maintained, making roads unsafe at night."
872,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
873,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
874,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
875,complaint,"Streetlights are not maintained, making roads unsafe at night."
876,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
877,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
878,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
879,complaint,"Electricity outages happen frequently, and no proper response from authorities."
880,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
881,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
882,complaint,"There is no proper drainage system, leading to frequent waterlogging."
883,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
884,complaint,"Streetlights are not maintained, making roads unsafe at night."
885,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
886,complaint,Public parks are not maintained well and are often dirty.
887,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
888,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
889,complaint,Public parks are not maintained well and are often dirty.
890,complaint,Public parks are not maintained well and are often dirty.
891,complaint,"Electricity outages happen frequently, and no proper response from authorities."
892,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
893,complaint,Public parks are not maintained well and are often dirty.
894,complaint,"Electricity outages happen frequently, and no proper response from authorities."
895,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
896,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
897,complaint,"Electricity outages happen frequently, and no proper response from authorities."
898,complaint,"Streetlights are not maintained, making roads unsafe at night."
899,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
900,complaint,"Public transportation is overcrowded, making travel uncomfortable."
901,complaint,"Electricity outages happen frequently, and no proper response from authorities."
902,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
903,complaint,"Public transportation is overcrowded, making travel uncomfortable."
904,complaint,Public parks are not maintained well and are often dirty.
905,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
906,complaint,"Streetlights are not maintained, making roads unsafe at night."
907,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
908,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
909,complaint,"Public transportation is overcrowded, making travel uncomfortable."
910,complaint,"There is no proper drainage system, leading to frequent waterlogging."
911,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
912,complaint,"Streetlights are not maintained, making roads unsafe at night."
913,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
914,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
915,complaint,"Public transportation is overcrowded, making travel uncomfortable."
916,complaint,"Public transportation is overcrowded, making travel uncomfortable."
917,complaint,"Public transportation is overcrowded, making travel uncomfortable."
918,complaint,"Streetlights are not maintained, making roads unsafe at night."
919,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
920,complaint,"Electricity outages happen frequently, and no proper response from authorities."
921,complaint,"Streetlights are not maintained, making roads unsafe at night."
922,complaint,"There is no proper drainage system, leading to frequent waterlogging."
923,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
924,complaint,"Public transportation is overcrowded, making travel uncomfortable."
925,complaint,"Electricity outages happen frequently, and no proper response from authorities."
926,complaint,Public parks are not maintained well and are often dirty.
927,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
928,complaint,"Streetlights are not maintained, making roads unsafe at night."
929,complaint,"Electricity outages happen frequently, and no proper response from authorities."
930,complaint,Public parks are not maintained well and are often dirty.
931,complaint,"Streetlights are not maintained, making roads unsafe at night."
932,complaint,"Streetlights are not maintained, making roads unsafe at night."
933,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
934,complaint,"Streetlights are not maintained, making roads unsafe at night."
935,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
936,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
937,complaint,"There is no proper drainage system, leading to frequent waterlogging."
938,complaint,"Electricity outages happen frequently, and no proper response from authorities."
939,complaint,"Streetlights are not maintained, making roads unsafe at night."
940,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
941,complaint,Public parks are not maintained well and are often dirty.
942,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
943,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
944,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
945,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
946,complaint,"There is no proper drainage system, leading to frequent waterlogging."
947,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
948,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
949,complaint,"Streetlights are not maintained, making roads unsafe at night."
950,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
951,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
952,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
953,complaint,"There is no proper drainage system, leading to frequent waterlogging."
954,complaint,"Streetlights are not maintained, making roads unsafe at night."
955,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
956,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
957,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
958,complaint,"Electricity outages happen frequently, and no proper response from authorities."
959,complaint,"Streetlights are not maintained, making roads unsafe at night."
960,complaint,"Electricity outages happen frequently, and no proper response from authorities."
961,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
962,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
963,complaint,"Electricity outages happen frequently, and no proper response from authorities."
964,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
965,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
966,complaint,"Public transportation is overcrowded, making travel uncomfortable."
967,complaint,"Public transportation is overcrowded, making travel uncomfortable."
968,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
969,complaint,"Streetlights are not maintained, making roads unsafe at night."
970,complaint,Public parks are not maintained well and are often dirty.
971,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
972,complaint,"Streetlights are not maintained, making roads unsafe at night."
973,complaint,"Public transportation is overcrowded, making travel uncomfortable."
974,complaint,"Streetlights are not maintained, making roads unsafe at night."
975,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
976,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
977,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
978,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
979,complaint,"Public transportation is overcrowded, making travel uncomfortable."
980,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
981,complaint,"Streetlights are not maintained, making roads unsafe at night."
982,complaint,"Electricity outages happen frequently, and no proper response from authorities."
983,complaint,"Public transportation is overcrowded, making travel uncomfortable."
984,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
985,complaint,Public parks are not maintained well and are often dirty.
986,complaint,Public parks are not maintained well and are often dirty.
987,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
988,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
989,complaint,"Public transportation is overcrowded, making travel uncomfortable."
990,complaint,"Public transportation is overcrowded, making travel uncomfortable."
991,complaint,"Public transportation is overcrowded, making travel uncomfortable."
992,complaint,"Electricity outages happen frequently, and no proper response from authorities."
993,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
994,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
995,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
996,complaint,Public parks are not maintained well and are often dirty.
997,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
998,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
999,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1000,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1001,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1002,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1003,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1004,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1005,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1006,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1007,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1008,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1009,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1010,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1011,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1012,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1013,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1014,complaint,Public parks are not maintained well and are often dirty.
1015,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1016,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1017,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1018,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1019,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1020,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1021,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1022,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1023,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1024,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1025,complaint,"Streetlights are not maintained, making roads unsafe at night."
1026,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1027,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1028,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1029,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1030,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1031,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1032,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1033,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1034,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1035,complaint,Public parks are not maintained well and are often dirty.
1036,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1037,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1038,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1039,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1040,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1041,complaint,Public parks are not maintained well and are often dirty.
1042,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1043,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1044,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1045,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1046,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1047,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1048,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1049,complaint,"Streetlights are not maintained, making roads unsafe at night."
1050,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1051,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1052,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1053,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1054,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1055,complaint,"Streetlights are not maintained, making roads unsafe at night."
1056,complaint,"Streetlights are not maintained, making roads unsafe at night."
1057,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1058,complaint,"Streetlights are not maintained, making roads unsafe at night."
1059,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1060,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1061,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1062,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1063,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1064,complaint,"Streetlights are not maintained, making roads unsafe at night."
1065,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1066,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1067,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1068,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1069,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1070,complaint,"Streetlights are not maintained, making roads unsafe at night."
1071,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1072,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1073,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1074,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1075,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1076,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1077,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1078,complaint,Public parks are not maintained well and are often dirty.
1079,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1080,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1081,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1082,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1083,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1084,complaint,Public parks are not maintained well and are often dirty.
1085,complaint,Public parks are not maintained well and are often dirty.
1086,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1087,complaint,Public parks are not maintained well and are often dirty.
1088,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1089,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1090,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1091,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1092,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1093,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1094,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1095,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1096,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1097,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1098,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1099,complaint,Public parks are not maintained well and are often dirty.
1100,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1101,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1102,complaint,Public parks are not maintained well and are often dirty.
1103,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1104,complaint,Public parks are not maintained well and are often dirty.
1105,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1106,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1107,complaint,Public parks are not maintained well and are often dirty.
1108,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1109,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1110,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1111,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1112,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1113,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1114,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1115,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1116,complaint,"Streetlights are not maintained, making roads unsafe at night."
1117,complaint,"Streetlights are not maintained, making roads unsafe at night."
1118,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1119,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1120,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1121,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1122,complaint,"Streetlights are not maintained, making roads unsafe at night."
1123,complaint,Public parks are not maintained well and are often dirty.
1124,complaint,Public parks are not maintained well and are often dirty.
1125,complaint,Public parks are not maintained well and are often dirty.
1126,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1127,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1128,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1129,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1130,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1131,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1132,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1133,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1134,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1135,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1136,complaint,"Streetlights are not maintained, making roads unsafe at night."
1137,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1138,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1139,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1140,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1141,complaint,"Streetlights are not maintained, making roads unsafe at night."
1142,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1143,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1144,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1145,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1146,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1147,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1148,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1149,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1150,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1151,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1152,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1153,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1154,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1155,complaint,Public parks are not maintained well and are often dirty.
1156,complaint,Public parks are not maintained well and are often dirty.
1157,complaint,Public parks are not maintained well and are often dirty.
1158,complaint,Public parks are not maintained well and are often dirty.
1159,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1160,complaint,"Streetlights are not maintained, making roads unsafe at night."
1161,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1162,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1163,complaint,Public parks are not maintained well and are often dirty.
1164,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1165,complaint,"Streetlights are not maintained, making roads unsafe at night."
1166,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1167,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1168,complaint,Public parks are not maintained well and are often dirty.
1169,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1170,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1171,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1172,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1173,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1174,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1175,complaint,Public parks are not maintained well and are often dirty.
1176,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1177,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1178,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1179,complaint,Public parks are not maintained well and are often dirty.
1180,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1181,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1182,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1183,complaint,Public parks are not maintained well and are often dirty.
1184,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1185,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1186,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1187,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1188,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1189,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1190,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1191,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1192,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1193,complaint,Public parks are not maintained well and are often dirty.
1194,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1195,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1196,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1197,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1198,complaint,"Streetlights are not maintained, making roads unsafe at night."
1199,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1200,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1201,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1202,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1203,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1204,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1205,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1206,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1207,complaint,"Streetlights are not maintained, making roads unsafe at night."
1208,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1209,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1210,complaint,Public parks are not maintained well and are often dirty.
1211,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1212,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1213,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1214,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1215,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1216,complaint,"Streetlights are not maintained, making roads unsafe at night."
1217,complaint,"Streetlights are not maintained, making roads unsafe at night."
1218,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1219,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1220,complaint,Public parks are not maintained well and are often dirty.
1221,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1222,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1223,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1224,complaint,"Streetlights are not maintained, making roads unsafe at night."
1225,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1226,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1227,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1228,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1229,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1230,complaint,"Streetlights are not maintained, making roads unsafe at night."
1231,complaint,Public parks are not maintained well and are often dirty.
1232,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1233,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1234,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1235,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1236,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1237,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1238,complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1239,complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1240,complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1241,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1242,complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1243,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1244,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1245,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1246,complaint,"Public transportation is overcrowded, making travel uncomfortable."
1247,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1248,complaint,"Electricity outages happen frequently, and no proper response from authorities."
1249,complaint,"There is no proper drainage system, leading to frequent waterlogging."
1250,complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1251,suggestion,Installing more CCTV cameras in public areas can improve safety.
1252,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1253,suggestion,Planting more trees along roads can help reduce pollution.
1254,suggestion,Developing mobile apps for municipal services would improve accessibility.
1255,suggestion,Government should introduce an online grievance redressal system for faster response.
1256,suggestion,Government should introduce an online grievance redressal system for faster response.
1257,suggestion,More green spaces and parks should be developed for recreational activities.
1258,suggestion,Planting more trees along roads can help reduce pollution.
1259,suggestion,Planting more trees along roads can help reduce pollution.
1260,suggestion,Creating dedicated cycling lanes would encourage eco-friendly transport.
1261,suggestion,Planting more trees along roads can help reduce pollution.
1262,suggestion,Planting more trees along roads can help reduce pollution.
1263,suggestion,Creating dedicated cycling lanes would encourage eco-friendly transport.
1264,suggestion,Government should introduce an online grievance redressal system for faster response.
1265,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1266,suggestion,Setting up rainwater harvesting systems can help in water conservation.
1267,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1268,suggestion,Developing mobile apps for municipal services would improve accessibility.
1269,suggestion,Setting up rainwater harvesting systems can help in water conservation.
1270,suggestion,Planting more trees along roads can help reduce pollution.
1271,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1272,suggestion,More green spaces and parks should be developed for recreational activities.
1273,suggestion,More green spaces and parks should be developed for recreational activities.
1274,suggestion,More green spaces and parks should be developed for recreational activities.
1275,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1276,suggestion,More green spaces and parks should be developed for recreational activities.
1277,suggestion,Setting up rainwater harvesting systems can help in water conservation.
1278,suggestion,Developing mobile apps for municipal services would improve accessibility.
1279,suggestion,More green spaces and parks should be developed for recreational activities.
1280,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1281,suggestion,Government should introduce an online grievance redressal system for faster response.
1282,suggestion,Government should introduce an online grievance redressal system for faster response.
1283,suggestion,Developing mobile apps for municipal services would improve accessibility.
1284,suggestion,Developing mobile apps for municipal services would improve accessibility.
1285,suggestion,Setting up rainwater harvesting systems can help in water conservation.
1286,suggestion,Providing free Wi-Fi in public places would benefit students and professionals.
1287,suggestion,Creating dedicated cycling lanes would encourage eco-friendly transport.
1288,suggestion,More green spaces and parks should be developed for recreational activities.
1289,suggestion,Setting up rainwater harvesting systems can help in water conservation.
1290,suggestion,More green spaces and parks should be developed for recreational activities.
1291,suggestion,Installing more CCTV cameras in public areas can improve safety.
1292,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1293,suggestion,Developing mobile apps for municipal services would improve accessibility.
1294,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1295,suggestion,Installing more CCTV cameras in public areas can improve safety.
1296,suggestion,Introducing e-buses would help in reducing pollution levels.
1297,suggestion,Setting up rainwater harvesting systems can help in water conservation.
1298,suggestion,More green spaces and parks should be developed for recreational activities.
1299,suggestion,Providing free Wi-Fi in public places would benefit students and professionals.
1300,suggestion,Planting more trees along roads can help reduce pollution.
1301,suggestion,Planting more trees along roads can help reduce pollution.
1302,suggestion,Introducing e-buses would help in reducing pollution levels.
1303,suggestion,Installing more CCTV cameras in public areas can improve safety.
1304,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1305,suggestion,Providing free Wi-Fi in public places would benefit students and professionals.
1306,suggestion,Introducing e-buses would help in reducing pollution levels.
1307,suggestion,More green spaces and parks should be developed for recreational activities.
1308,suggestion,Government should introduce an online grievance redressal system for faster response.
1309,suggestion,Planting more trees along roads can help reduce pollution.
1310,suggestion,Providing free Wi-Fi in public places would benefit students and professionals.
1311,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1312,suggestion,More green spaces and parks should be developed for recreational activities.
1313,suggestion,More green spaces and parks should be developed for recreational activities.
1314,suggestion,Introducing e-buses would help in reducing pollution levels.
1315,suggestion,Creating dedicated cycling lanes would encourage eco-friendly transport.
1316,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1317,suggestion,Setting up rainwater harvesting systems can help in water conservation.
1318,suggestion,Setting up rainwater harvesting systems can help in water conservation.
1319,suggestion,Setting up rainwater harvesting systems can help in water conservation.
1320,suggestion,Installing more CCTV cameras in public areas can improve safety.
1321,suggestion,Smart traffic management solutions should be implemented to reduce congestion.
1322,suggestion,Creating dedicated cycling lanes would encourage eco-friendly transport.
1323,suggestion,Installing more CCTV cameras in public areas can improve safety.
1324,suggestion,More green spaces and parks should be developed for recreational activities.
1325,suggestion,Setting up rainwater harvesting systems can help in water conservation.
